time,ax,ay,az,aT
55.986000,-0.7157,-0.3437,0.5947,0.992
55.989000,-0.7191,-0.3434,0.6061,1.001
55.990000,-0.6971,-0.3424,0.5923,0.977
55.999000,-0.7315,-0.2991,0.5991,0.992
56.014000,-0.7150,-0.3404,0.6434,1.020
56.036000,-0.7089,-0.3018,0.6237,0.991
56.042000,-0.6869,-0.3084,0.6245,0.978
56.042000,-0.7071,-0.3368,0.6380,1.010
56.048000,-0.7221,-0.2942,0.6645,1.024
56.068000,-0.6921,-0.3418,0.6349,1.000
56.070000,-0.6585,-0.3172,0.6729,0.994
56.078000,-0.7051,-0.3001,0.6744,1.021
56.088000,-0.6703,-0.3630,0.6739,1.017
56.099000,-0.6622,-0.2981,0.6540,0.977
56.108000,-0.6764,-0.3243,0.6254,0.977
56.143000,-0.6658,-0.2905,0.6462,0.972
56.146000,-0.6552,-0.2919,0.6515,0.969
56.147000,-0.6472,-0.3132,0.6625,0.978
56.149000,-0.6330,-0.3114,0.6470,0.957
56.159000,-0.6370,-0.3160,0.6319,0.951
56.176000,-0.6048,-0.3115,0.5987,0.906
56.178000,-0.6257,-0.3232,0.6410,0.952
56.204000,-0.5514,-0.3251,0.6444,0.908
56.208000,-0.6037,-0.3393,0.6221,0.931
56.211000,-0.5683,-0.3288,0.6391,0.916
56.219000,-0.5420,-0.3120,0.6335,0.890
56.228000,-0.5264,-0.3228,0.6141,0.871
56.238000,-0.5670,-0.2773,0.6136,0.880
56.248000,-0.4989,-0.3043,0.6482,0.873
56.264000,-0.4922,-0.3092,0.5831,0.823
56.287000,-0.5010,-0.3217,0.6150,0.856
56.290000,-0.4896,-0.3170,0.6000,0.837
56.291000,-0.4934,-0.3149,0.5525,0.805
56.299000,-0.4607,-0.3006,0.5927,0.809
56.308000,-0.4361,-0.3100,0.6014,0.805
56.321000,-0.4205,-0.3101,0.6056,0.800
56.328000,-0.3962,-0.3146,0.5588,0.754
56.344000,-0.3999,-0.3148,0.5608,0.757
56.350000,-0.3497,-0.3116,0.5797,0.745
56.358000,-0.3681,-0.3118,0.5864,0.759
56.370000,-0.3307,-0.3150,0.5508,0.716
56.379000,-0.3539,-0.3177,0.5410,0.720
56.388000,-0.2845,-0.3228,0.5562,0.703
56.399000,-0.3034,-0.3064,0.5297,0.683
56.408000,-0.2387,-0.2772,0.5380,0.651
56.420000,-0.2271,-0.2897,0.5046,0.625
56.428000,-0.1640,-0.2815,0.4943,0.592
56.455000,-0.2101,-0.2963,0.5514,0.660
56.462000,-0.1627,-0.2731,0.4816,0.577
56.464000,-0.1400,-0.2786,0.4557,0.552
56.473000,-0.1060,-0.2978,0.4550,0.554
56.478000,-0.1218,-0.3009,0.4340,0.542
56.490000,-0.0476,-0.3004,0.3905,0.495
56.498000,-0.0876,-0.3107,0.4460,0.551
56.508000,-0.0234,-0.2615,0.4023,0.480
56.519000,-0.0493,-0.2481,0.4104,0.482
56.528000,0.0286,-0.2654,0.3430,0.435
56.546000,0.0164,-0.2880,0.3585,0.460
56.552000,0.0598,-0.2928,0.3320,0.447
56.558000,0.0782,-0.2819,0.3477,0.454
56.568000,0.0998,-0.2717,0.3069,0.422
56.578000,0.0989,-0.2658,0.2943,0.409
56.588000,0.1288,-0.2555,0.2666,0.391
56.598000,0.1418,-0.2569,0.2258,0.370
56.608000,0.1613,-0.2488,0.2257,0.373
56.620000,0.1504,-0.2360,0.1995,0.344
56.628000,0.2080,-0.2800,0.1780,0.392
56.640000,0.1539,-0.2649,0.1688,0.350
56.648000,0.2438,-0.2325,0.1233,0.359
56.662000,0.2274,-0.2391,0.1383,0.358
56.670000,0.2659,-0.2237,0.1023,0.362
56.680000,0.2753,-0.2135,0.1057,0.364
56.702000,0.2717,-0.2769,0.0920,0.399
56.706000,0.2811,-0.2141,0.0884,0.364
56.708000,0.3503,-0.2037,0.0204,0.406
56.726000,0.3140,-0.2106,0.0173,0.378
56.729000,0.3397,-0.2031,-0.0450,0.398
56.751000,0.3675,-0.2075,0.0119,0.422
56.754000,0.3770,-0.2287,-0.0369,0.443
56.758000,0.3689,-0.2238,-0.0562,0.435
56.785000,0.4226,-0.2074,-0.0770,0.477
56.790000,0.4283,-0.1977,-0.0530,0.475
56.791000,0.4293,-0.1808,-0.0792,0.472
56.798000,0.4514,-0.1734,-0.1031,0.494
56.809000,0.4872,-0.1849,-0.1272,0.536
56.820000,0.4805,-0.1682,-0.1408,0.528
56.829000,0.5316,-0.1840,-0.1649,0.586
56.848000,0.5007,-0.1769,-0.1782,0.560
56.852000,0.5519,-0.1548,-0.1948,0.605
56.859000,0.5399,-0.1765,-0.1960,0.601
56.895000,0.5335,-0.1261,-0.2524,0.603
56.898000,0.5383,-0.1358,-0.2150,0.595
56.899000,0.5856,-0.1216,-0.2396,0.644
56.900000,0.5590,-0.1194,-0.2450,0.622
56.908000,0.6159,-0.1268,-0.2798,0.688
56.925000,0.6033,-0.1199,-0.2801,0.676
56.928000,0.6183,-0.1416,-0.2962,0.700
56.948000,0.6176,-0.1059,-0.2726,0.683
56.951000,0.6655,-0.0867,-0.3255,0.746
56.985000,0.6263,-0.1326,-0.3587,0.734
56.987000,0.6957,-0.1326,-0.3134,0.774
56.988000,0.6706,-0.0730,-0.3014,0.739
56.992000,0.7294,-0.0705,-0.3912,0.831
56.998000,0.7230,-0.0709,-0.3881,0.824
57.008000,0.7294,-0.0591,-0.4160,0.842
57.027000,0.7277,-0.0571,-0.3889,0.827
57.030000,0.7141,-0.0350,-0.4363,0.838
57.055000,0.6983,-0.0284,-0.4280,0.820
57.057000,0.7680,-0.0230,-0.4706,0.901
57.058000,0.7162,-0.0450,-0.4074,0.825
57.092000,0.7875,-0.0395,-0.4715,0.919
57.095000,0.7189,-0.0639,-0.4463,0.849
57.097000,0.7445,-0.0418,-0.5384,0.920
57.099000,0.7427,-0.0424,-0.5364,0.917
57.108000,0.7704,0.0083,-0.5797,0.964
57.123000,0.7637,0.0315,-0.5725,0.955
57.128000,0.7538,-0.0061,-0.5544,0.936
57.148000,0.7211,-0.0140,-0.5664,0.917
57.150000,0.7731,0.0294,-0.5822,0.968
57.185000,0.7426,0.0359,-0.5512,0.925
57.192000,0.7092,0.0428,-0.6291,0.949
57.195000,0.7576,0.0180,-0.6072,0.971
57.199000,0.7249,0.0370,-0.6542,0.977
57.202000,0.7542,0.0410,-0.6178,0.976
57.209000,0.7190,0.0539,-0.6375,0.962
57.231000,0.7198,0.0458,-0.6274,0.956
57.235000,0.7124,0.0898,-0.6588,0.974
57.250000,0.6824,0.0434,-0.6200,0.923
57.254000,0.6999,0.0700,-0.7014,0.993
57.259000,0.7033,0.0882,-0.6646,0.972
57.286000,0.6884,0.0689,-0.6769,0.968
57.289000,0.6777,0.0703,-0.6901,0.970
57.292000,0.6879,0.0887,-0.7047,0.989
57.298000,0.6700,0.0709,-0.6679,0.949
57.309000,0.6767,0.0838,-0.6792,0.962
57.327000,0.6614,0.0948,-0.6948,0.964
57.330000,0.6524,0.0978,-0.7049,0.965
57.347000,0.6658,0.0944,-0.7012,0.972
57.353000,0.6056,0.0803,-0.6664,0.904
57.385000,0.6502,0.0888,-0.7034,0.962
57.387000,0.6152,0.0575,-0.7095,0.941
57.389000,0.6430,0.0588,-0.6726,0.932
57.390000,0.6090,0.0578,-0.6717,0.909
57.398000,0.6112,0.0912,-0.6797,0.919
57.408000,0.5825,0.0947,-0.6883,0.907
57.425000,0.5941,0.0816,-0.6943,0.917
57.428000,0.5671,0.1188,-0.6721,0.887
57.447000,0.5480,0.0890,-0.6592,0.862
57.451000,0.5411,0.1068,-0.6717,0.869
57.485000,0.5316,0.0745,-0.6826,0.868
57.488000,0.5515,0.0515,-0.6752,0.873
57.489000,0.5349,0.0911,-0.6409,0.840
57.494000,0.4839,0.1087,-0.6399,0.810
57.498000,0.4773,0.0740,-0.6463,0.807
57.508000,0.4437,0.0913,-0.6727,0.811
57.526000,0.4802,0.1140,-0.6764,0.837
57.530000,0.4219,0.0642,-0.6139,0.748
57.551000,0.4586,0.0727,-0.6205,0.775
57.553000,0.4485,0.0848,-0.6689,0.810
57.558000,0.4185,0.0788,-0.6347,0.764
57.590000,0.3546,0.0835,-0.6149,0.715
57.594000,0.4038,0.0631,-0.6429,0.762
57.595000,0.3814,0.0858,-0.6256,0.738
57.599000,0.3679,0.0375,-0.6259,0.727
57.608000,0.3099,0.0294,-0.6110,0.686
57.623000,0.2883,0.0401,-0.6106,0.676
57.628000,0.2711,0.0507,-0.6151,0.674
57.646000,0.2545,0.0542,-0.6076,0.661
57.649000,0.2077,0.0330,-0.6127,0.648
57.679000,0.2201,0.0391,-0.5530,0.596
57.681000,0.2024,0.0340,-0.5822,0.617
57.681000,0.1722,0.0447,-0.5750,0.602
57.689000,0.1499,0.0366,-0.5477,0.569
57.698000,0.1486,0.0139,-0.5527,0.572
57.713000,0.0784,-0.0286,-0.5540,0.560
57.737000,0.0707,0.0181,-0.5423,0.547
57.739000,0.0378,0.0274,-0.5053,0.507
57.740000,0.0209,0.0024,-0.5106,0.511
57.748000,-0.0133,-0.0321,-0.5005,0.502
57.761000,0.0082,0.0147,-0.4988,0.499
57.789000,-0.0275,-0.0205,-0.4557,0.457
57.793000,0.0013,0.0024,-0.4638,0.464
57.794000,-0.0850,-0.0625,-0.4324,0.445
57.798000,-0.0913,-0.0371,-0.4289,0.440
57.808000,-0.1213,-0.0788,-0.3911,0.417
57.826000,-0.1345,-0.0963,-0.3596,0.396
57.828000,-0.1206,-0.0931,-0.3729,0.403
57.852000,-0.1385,-0.0939,-0.3630,0.400
57.855000,-0.1508,-0.1130,-0.3027,0.357
57.859000,-0.1922,-0.0873,-0.3123,0.377
57.890000,-0.1937,-0.1068,-0.2683,0.348
57.892000,-0.1920,-0.1409,-0.2902,0.375
57.895000,-0.2688,-0.1489,-0.2833,0.418
57.926000,-0.2403,-0.1399,-0.2718,0.389
57.928000,-0.2732,-0.1098,-0.2198,0.367
57.929000,-0.2707,-0.1102,-0.2183,0.365
57.931000,-0.3248,-0.1212,-0.1752,0.388
57.946000,-0.3266,-0.1574,-0.1788,0.404
57.949000,-0.3110,-0.1446,-0.1576,0.377
57.985000,-0.2892,-0.1759,-0.1401,0.366
57.987000,-0.3522,-0.1871,-0.0905,0.409
57.989000,-0.3182,-0.1657,-0.1329,0.383
57.990000,-0.3919,-0.1943,-0.0753,0.444
57.998000,-0.3979,-0.1678,-0.0631,0.436
58.008000,-0.4482,-0.1854,-0.0411,0.487
58.024000,-0.4134,-0.1828,-0.0103,0.452
58.028000,-0.4441,-0.2298,-0.0279,0.501
58.046000,-0.4354,-0.2200,-0.0400,0.489
58.049000,-0.4448,-0.1927,0.0017,0.485
58.076000,-0.4361,-0.1995,0.0464,0.482
58.078000,-0.5058,-0.2202,0.0421,0.553
58.079000,-0.5060,-0.2173,0.0675,0.555
58.095000,-0.5226,-0.2593,0.0740,0.588
58.098000,-0.5441,-0.2276,0.0658,0.593
58.108000,-0.5507,-0.2647,0.1027,0.620
58.122000,-0.5126,-0.2306,0.0800,0.568
58.129000,-0.5906,-0.2465,0.1007,0.648
58.138000,-0.5806,-0.2338,0.1042,0.635
58.148000,-0.5824,-0.2597,0.1396,0.653
58.173000,-0.6081,-0.2229,0.1191,0.659
58.175000,-0.6341,-0.2391,0.1875,0.703
58.178000,-0.6095,-0.2716,0.1641,0.687
58.188000,-0.6469,-0.2308,0.1666,0.707
58.199000,-0.6602,-0.2537,0.1743,0.728
58.208000,-0.6664,-0.2391,0.2054,0.737
58.220000,-0.6605,-0.2666,0.2270,0.748
58.228000,-0.6849,-0.2693,0.2448,0.776
58.238000,-0.6931,-0.3063,0.2280,0.791
58.249000,-0.7075,-0.2515,0.2937,0.806
58.266000,-0.6894,-0.2931,0.2861,0.802
58.270000,-0.7372,-0.2815,0.3210,0.852
58.278000,-0.7165,-0.2752,0.2823,0.818
58.292000,-0.7264,-0.3234,0.3677,0.876
58.299000,-0.7130,-0.2906,0.3476,0.845
58.308000,-0.7461,-0.3050,0.3726,0.888
58.320000,-0.7111,-0.2817,0.3787,0.853
58.328000,-0.7395,-0.3079,0.4083,0.899
58.338000,-0.7330,-0.3228,0.3973,0.894
58.348000,-0.7637,-0.3416,0.4577,0.954
58.364000,-0.7500,-0.2966,0.4132,0.906
58.371000,-0.7597,-0.3130,0.5097,0.967
58.384000,-0.7532,-0.2966,0.4553,0.929
58.388000,-0.7140,-0.3253,0.4915,0.926
58.402000,-0.7339,-0.3207,0.4895,0.939
58.408000,-0.7386,-0.2851,0.5102,0.942
58.420000,-0.7204,-0.3068,0.5033,0.931
58.428000,-0.7468,-0.3160,0.5272,0.967
58.438000,-0.6977,-0.3113,0.5439,0.938
58.448000,-0.7083,-0.3104,0.5499,0.949
58.468000,-0.7402,-0.2913,0.5594,0.972
58.470000,-0.7108,-0.3300,0.5603,0.963
58.482000,-0.7308,-0.3276,0.5530,0.973
58.501000,-0.7284,-0.3440,0.5858,0.996
58.504000,-0.6794,-0.3223,0.5877,0.954
58.509000,-0.7046,-0.2971,0.5847,0.963
58.521000,-0.6606,-0.3185,0.6033,0.950
58.528000,-0.6512,-0.3117,0.6034,0.941
58.546000,-0.6669,-0.3474,0.6194,0.974
58.549000,-0.6661,-0.2990,0.6078,0.950
58.571000,-0.6532,-0.3228,0.6262,0.961
58.575000,-0.6612,-0.3333,0.6482,0.984
58.578000,-0.6175,-0.3165,0.5974,0.916
58.601000,-0.6365,-0.3404,0.6338,0.961
58.602000,-0.6238,-0.3332,0.5902,0.921
58.613000,-0.6130,-0.3349,0.5965,0.919
58.626000,-0.6101,-0.3253,0.6102,0.922
58.629000,-0.5583,-0.2737,0.5574,0.835
58.650000,-0.5986,-0.3025,0.5858,0.890
58.657000,-0.5928,-0.2837,0.5792,0.876
58.660000,-0.5426,-0.3148,0.5907,0.862
58.686000,-0.5457,-0.3000,0.6012,0.866
58.691000,-0.5624,-0.3145,0.5555,0.851
58.692000,-0.5562,-0.3183,0.5912,0.872
58.698000,-0.5419,-0.2920,0.5813,0.847
58.708000,-0.5272,-0.2979,0.5564,0.822
58.725000,-0.5060,-0.3147,0.5989,0.845
58.728000,-0.5080,-0.2771,0.5661,0.809
58.752000,-0.5013,-0.2892,0.5682,0.811
58.755000,-0.4865,-0.2967,0.5705,0.806
58.759000,-0.4777,-0.2492,0.5322,0.757
58.792000,-0.4537,-0.2925,0.5487,0.770
58.795000,-0.4190,-0.3070,0.5556,0.761
58.796000,-0.4344,-0.2642,0.5721,0.765
58.798000,-0.4372,-0.3000,0.5069,0.734
58.808000,-0.3886,-0.2569,0.5271,0.703
58.818000,-0.3781,-0.2980,0.5223,0.710
58.828000,-0.3672,-0.2756,0.5387,0.708
58.842000,-0.2834,-0.3001,0.4791,0.632
58.848000,-0.3054,-0.3134,0.5257,0.684
58.867000,-0.3003,-0.3044,0.4686,0.634
58.870000,-0.2843,-0.2980,0.5184,0.662
58.878000,-0.2985,-0.2939,0.4732,0.632
58.899000,-0.2541,-0.2704,0.4931,0.617
58.903000,-0.2306,-0.2543,0.4792,0.589
58.910000,-0.1930,-0.3020,0.4730,0.593
58.921000,-0.2150,-0.2525,0.4568,0.565
58.928000,-0.1430,-0.2802,0.4887,0.581
58.939000,-0.1299,-0.3049,0.4556,0.563
58.948000,-0.1259,-0.2648,0.4443,0.532
58.974000,-0.0963,-0.2490,0.4094,0.489
58.988000,-0.0861,-0.2683,0.3986,0.488
58.990000,-0.0878,-0.2716,0.4138,0.503
58.991000,-0.0228,-0.2567,0.3501,0.435
58.998000,-0.0345,-0.2601,0.3823,0.464
59.008000,0.0233,-0.2825,0.3681,0.465
59.021000,-0.0031,-0.2477,0.3527,0.431
59.028000,0.0533,-0.2795,0.2799,0.399
59.038000,0.0813,-0.2856,0.2817,0.409
59.048000,0.0973,-0.2687,0.2755,0.397
59.064000,0.1035,-0.2365,0.2988,0.395
59.082000,0.1221,-0.2579,0.2441,0.376
59.087000,0.1518,-0.2306,0.2653,0.383
59.088000,0.1892,-0.2397,0.2135,0.373
59.099000,0.1424,-0.2579,0.2325,0.375
59.108000,0.2197,-0.2476,0.2131,0.394
59.120000,0.1916,-0.2493,0.1537,0.350
59.128000,0.2372,-0.2559,0.1149,0.367
59.138000,0.2114,-0.2123,0.0944,0.314
59.148000,0.2703,-0.2168,0.0941,0.359
59.166000,0.3010,-0.2378,0.0975,0.396
59.169000,0.2921,-0.2354,0.0830,0.384
59.184000,0.3060,-0.2325,0.0603,0.389
59.188000,0.3164,-0.2399,0.0050,0.397
59.198000,0.2993,-0.2132,0.0139,0.368
59.209000,0.3547,-0.1850,-0.0169,0.400
59.235000,0.3515,-0.1872,-0.0030,0.398
59.239000,0.3809,-0.1734,-0.0008,0.418
59.240000,0.3869,-0.1876,-0.0321,0.431
59.248000,0.4227,-0.1384,-0.0671,0.450
59.258000,0.3596,-0.1838,-0.0456,0.406
59.283000,0.4314,-0.1612,-0.0972,0.471
59.286000,0.4062,-0.1516,-0.1039,0.446
59.288000,0.4767,-0.2105,-0.1227,0.535
59.298000,0.4511,-0.1841,-0.1056,0.498
59.308000,0.5187,-0.1933,-0.1081,0.564
59.330000,0.4880,-0.1526,-0.1242,0.526
59.336000,0.5429,-0.1427,-0.1923,0.593
59.353000,0.4905,-0.1811,-0.1863,0.555
59.356000,0.5188,-0.1426,-0.1945,0.572
59.358000,0.5593,-0.1260,-0.2098,0.610
59.390000,0.5414,-0.1547,-0.2322,0.609
59.392000,0.5817,-0.1022,-0.2139,0.628
59.392000,0.6280,-0.1166,-0.2535,0.687
59.398000,0.6153,-0.1336,-0.2754,0.687
59.408000,0.5959,-0.1080,-0.2885,0.671
59.431000,0.6119,-0.1466,-0.3030,0.698
59.439000,0.6439,-0.0582,-0.2755,0.703
59.440000,0.6121,-0.1040,-0.2924,0.686
59.448000,0.6652,-0.0615,-0.3185,0.740
59.459000,0.6450,-0.1193,-0.3256,0.732
59.497000,0.6734,-0.0622,-0.3813,0.776
59.500000,0.7007,-0.0890,-0.3712,0.798
59.502000,0.7154,-0.0652,-0.3942,0.819
59.504000,0.6948,-0.0776,-0.3840,0.798
59.521000,0.7122,-0.0615,-0.3902,0.814
59.525000,0.6727,-0.0786,-0.3728,0.773
59.528000,0.7107,-0.0452,-0.4123,0.823
59.538000,0.7306,-0.0289,-0.4185,0.842
59.548000,0.7707,-0.0265,-0.4868,0.912
59.569000,0.7259,-0.0246,-0.4400,0.849
59.572000,0.7366,-0.0078,-0.4599,0.868
59.578000,0.7301,-0.0276,-0.4727,0.870
59.592000,0.7128,0.0204,-0.4951,0.868
59.598000,0.7160,-0.0185,-0.4910,0.868
59.614000,0.7391,0.0009,-0.5015,0.893
59.638000,0.7564,0.0242,-0.4759,0.894
59.640000,0.7602,0.0314,-0.5040,0.913
59.641000,0.7180,-0.0172,-0.5236,0.889
59.648000,0.7390,0.0353,-0.5965,0.950
59.664000,0.7064,0.0178,-0.5606,0.902
59.685000,0.6921,0.0050,-0.5808,0.904
59.687000,0.7288,-0.0053,-0.5925,0.939
59.688000,0.7034,0.0535,-0.5876,0.918
59.698000,0.6664,0.0191,-0.6159,0.908
59.708000,0.7157,-0.0135,-0.6445,0.963
59.726000,0.7118,0.0502,-0.6272,0.950
59.729000,0.7022,0.0409,-0.6674,0.970
59.751000,0.6795,0.0687,-0.6261,0.927
59.754000,0.6048,0.0207,-0.6359,0.878
59.758000,0.6708,0.0987,-0.6161,0.916
59.777000,0.6355,0.0548,-0.6468,0.908
59.780000,0.6418,0.0610,-0.6366,0.906
59.798000,0.6505,0.0598,-0.6678,0.934
59.800000,0.6448,0.0587,-0.6621,0.926
59.819000,0.5981,0.0663,-0.6472,0.884
59.821000,0.5929,0.0653,-0.6417,0.876
59.828000,0.6051,0.0937,-0.6644,0.904
59.838000,0.6023,0.1022,-0.6682,0.905
59.849000,0.5868,0.1017,-0.6706,0.897
59.864000,0.5746,0.0959,-0.6221,0.852
59.869000,0.5465,0.0806,-0.6303,0.838
59.898000,0.5750,0.0796,-0.6226,0.851
59.900000,0.5858,0.0930,-0.6178,0.856
59.902000,0.5570,0.0727,-0.6458,0.856
59.908000,0.5570,0.1315,-0.6212,0.845
59.921000,0.5407,0.0994,-0.6253,0.833
59.928000,0.5969,0.1074,-0.6276,0.873
59.945000,0.5111,0.0967,-0.6152,0.806
59.953000,0.4979,0.0522,-0.6104,0.789
59.970000,0.4746,0.0678,-0.6385,0.798
59.974000,0.4712,0.0855,-0.6092,0.775
59.979000,0.5004,0.0748,-0.6159,0.797
60.012000,0.4620,0.0755,-0.6076,0.767
60.015000,0.4390,0.0863,-0.6214,0.766
60.016000,0.4462,0.0534,-0.6168,0.763
60.024000,0.4185,0.0355,-0.5998,0.732
60.028000,0.4115,0.0574,-0.6063,0.735
60.047000,0.4150,0.0514,-0.6131,0.742
60.049000,0.3729,0.0658,-0.5993,0.709
60.069000,0.3602,0.0910,-0.5990,0.705
60.073000,0.3522,0.0521,-0.6188,0.714
60.079000,0.3135,0.0558,-0.5756,0.658
60.111000,0.2896,0.0763,-0.5987,0.669
60.117000,0.3227,0.0632,-0.5913,0.677
60.118000,0.2599,0.0258,-0.5509,0.610
60.119000,0.2696,0.0294,-0.5629,0.625
60.128000,0.1978,0.0298,-0.5351,0.571
60.148000,0.2293,0.0167,-0.5568,0.602
60.150000,0.1678,-0.0101,-0.5718,0.596
60.170000,0.1569,0.0319,-0.5148,0.539
60.172000,0.1221,0.0214,-0.5260,0.540
60.178000,0.1139,-0.0132,-0.5075,0.520
60.209000,0.1044,0.0211,-0.4764,0.488
60.210000,0.0774,-0.0087,-0.4986,0.505
60.211000,0.0422,-0.0446,-0.4846,0.488
60.226000,0.0584,-0.0073,-0.4332,0.437
60.231000,0.0251,0.0208,-0.4437,0.445
60.254000,-0.0083,-0.0112,-0.4306,0.431
60.258000,-0.0129,-0.0271,-0.4269,0.428
60.259000,-0.0603,-0.0352,-0.4259,0.432
60.276000,-0.0970,-0.0444,-0.3994,0.413
60.278000,-0.0440,-0.0644,-0.4011,0.409
60.314000,-0.1157,-0.0408,-0.3897,0.409
60.316000,-0.1052,-0.0440,-0.3819,0.399
60.317000,-0.1712,-0.0712,-0.3405,0.388
60.318000,-0.1436,-0.0552,-0.3379,0.371
60.328000,-0.1587,-0.0903,-0.3116,0.361
60.351000,-0.2024,-0.0933,-0.3021,0.375
60.354000,-0.2212,-0.0835,-0.3366,0.411
60.358000,-0.1979,-0.1009,-0.3032,0.376
60.373000,-0.2175,-0.1158,-0.2186,0.329
60.378000,-0.2132,-0.1114,-0.2266,0.330
60.409000,-0.2345,-0.1094,-0.2079,0.332
60.411000,-0.2561,-0.1265,-0.2279,0.365
60.412000,-0.2938,-0.0891,-0.1770,0.354
60.441000,-0.2936,-0.1325,-0.1759,0.367
60.444000,-0.3239,-0.1192,-0.1560,0.379
60.445000,-0.3115,-0.1863,-0.1148,0.381
60.448000,-0.3538,-0.1563,-0.0932,0.398
60.461000,-0.3436,-0.1682,-0.0715,0.389
60.497000,-0.3787,-0.1670,-0.0502,0.417
60.505000,-0.3683,-0.1718,-0.0953,0.417
60.506000,-0.4022,-0.1940,0.0004,0.447
60.509000,-0.3868,-0.1867,-0.0499,0.432
60.510000,-0.4621,-0.2163,-0.0211,0.511
60.519000,-0.4081,-0.2184,0.0070,0.463
60.528000,-0.4528,-0.1641,0.0039,0.482
60.541000,-0.4014,-0.1639,-0.0013,0.434
60.548000,-0.4984,-0.2268,0.0065,0.548
60.563000,-0.4797,-0.1904,0.0441,0.518
60.607000,-0.4737,-0.2362,0.0671,0.534
60.609000,-0.4671,-0.2166,0.0614,0.519
60.611000,-0.5046,-0.2242,0.1345,0.568
60.612000,-0.4907,-0.2045,0.0665,0.536
60.612000,-0.5553,-0.2512,0.0861,0.616
60.623000,-0.5410,-0.2456,0.0967,0.602
60.628000,-0.5817,-0.2624,0.1203,0.649
60.641000,-0.5861,-0.1946,0.1024,0.626
60.648000,-0.6186,-0.2483,0.1523,0.684
60.665000,-0.5657,-0.2474,0.1482,0.635
60.669000,-0.6300,-0.2367,0.1724,0.695
60.679000,-0.5747,-0.2286,0.1420,0.635
60.703000,-0.6593,-0.2735,0.2080,0.743
60.706000,-0.6179,-0.2939,0.1868,0.709
60.708000,-0.6308,-0.2860,0.2288,0.729
60.723000,-0.6442,-0.2775,0.2478,0.744
60.728000,-0.6910,-0.2675,0.2405,0.779
60.746000,-0.6565,-0.2686,0.2618,0.756
60.749000,-0.6890,-0.2943,0.2875,0.802
60.769000,-0.6664,-0.2594,0.2753,0.766
60.772000,-0.7280,-0.2758,0.3019,0.835
60.779000,-0.6623,-0.2838,0.3322,0.793
60.811000,-0.7116,-0.3021,0.3458,0.847
60.814000,-0.6960,-0.2813,0.3568,0.831
60.814000,-0.7283,-0.3185,0.3722,0.878
60.824000,-0.7125,-0.2642,0.3285,0.828
60.828000,-0.6690,-0.3179,0.4174,0.850
60.847000,-0.7106,-0.3161,0.3827,0.867
60.849000,-0.6954,-0.2880,0.3874,0.847
60.864000,-0.7322,-0.2598,0.4243,0.885
60.880000,-0.7195,-0.3080,0.4236,0.890
60.887000,-0.7180,-0.2653,0.4554,0.891
60.891000,-0.6889,-0.3081,0.4677,0.888
60.898000,-0.7376,-0.2582,0.4517,0.903
60.909000,-0.7203,-0.3076,0.5057,0.932
60.921000,-0.7070,-0.2912,0.4727,0.899
60.929000,-0.7169,-0.3231,0.4845,0.924
60.939000,-0.6609,-0.2731,0.4921,0.868
60.949000,-0.6674,-0.2998,0.5244,0.900
60.958000,-0.6806,-0.2689,0.5293,0.903
60.985000,-0.7283,-0.2686,0.5193,0.934
60.990000,-0.6579,-0.2736,0.5410,0.895
60.991000,-0.6641,-0.3009,0.5762,0.929
61.000000,-0.6631,-0.3153,0.5830,0.938
61.008000,-0.6063,-0.3154,0.5824,0.898
61.024000,-0.6461,-0.3012,0.5202,0.883
61.028000,-0.6503,-0.3173,0.5827,0.929
61.048000,-0.5830,-0.2648,0.5824,0.866
61.052000,-0.6200,-0.3374,0.5730,0.909
61.075000,-0.5957,-0.3160,0.5537,0.872
61.078000,-0.6293,-0.2655,0.5777,0.895
61.079000,-0.5740,-0.2991,0.5702,0.863
61.098000,-0.5636,-0.3078,0.5781,0.864
61.100000,-0.5802,-0.2409,0.5637,0.844
61.114000,-0.5928,-0.3350,0.5362,0.867
61.120000,-0.5449,-0.3089,0.5528,0.835
61.128000,-0.5874,-0.3017,0.5548,0.862
61.141000,-0.5325,-0.2876,0.5380,0.810
61.148000,-0.5474,-0.2895,0.5316,0.816
61.165000,-0.5475,-0.2897,0.5388,0.821
61.170000,-0.4943,-0.3221,0.5619,0.815
61.179000,-0.5423,-0.2864,0.5356,0.814
61.198000,-0.5035,-0.2996,0.5156,0.780
61.203000,-0.4874,-0.2640,0.5348,0.770
61.214000,-0.4857,-0.2839,0.5044,0.756
61.221000,-0.4720,-0.2652,0.4904,0.731
61.228000,-0.4793,-0.3160,0.5144,0.771
61.242000,-0.4467,-0.2900,0.5168,0.742
61.248000,-0.4399,-0.2710,0.5331,0.742
61.266000,-0.4076,-0.2668,0.4904,0.691
61.270000,-0.3683,-0.2622,0.4898,0.667
61.279000,-0.4055,-0.2770,0.5044,0.704
61.318000,-0.3775,-0.2745,0.4648,0.659
61.319000,-0.3648,-0.2845,0.5198,0.696
61.320000,-0.3177,-0.3054,0.4692,0.644
61.321000,-0.3743,-0.2557,0.4744,0.656
61.328000,-0.2882,-0.2694,0.4618,0.607
61.338000,-0.2525,-0.3131,0.4692,0.618
61.348000,-0.2633,-0.2806,0.4427,0.587
61.358000,-0.2611,-0.2717,0.4480,0.585
61.394000,-0.2358,-0.2890,0.4558,0.589
