time,ax,ay,az,aT
32.748000,0.6358,0.2064,-1.2292,1.399
32.767000,0.6322,0.2217,-1.2429,1.412
32.769000,0.5825,0.1900,-1.2306,1.375
32.778000,0.6006,0.1934,-1.1921,1.349
32.792000,0.5156,0.1793,-1.1972,1.316
32.799000,0.5176,0.1682,-1.1803,1.300
32.817000,0.4516,0.1548,-1.1114,1.210
32.819000,0.4304,0.1364,-1.1475,1.233
32.828000,0.3832,0.1115,-1.1119,1.181
32.846000,0.3863,0.1075,-1.0935,1.165
32.858000,0.3112,0.0540,-1.0330,1.080
32.859000,0.3197,0.0644,-1.0319,1.082
32.873000,0.2275,0.0492,-0.9948,1.022
32.878000,0.2319,0.0164,-1.0368,1.063
32.896000,0.1823,0.0084,-0.9255,0.943
32.898000,0.1373,0.0189,-0.9135,0.924
32.919000,0.0855,-0.0442,-0.8269,0.833
32.923000,0.0959,-0.0361,-0.8563,0.862
32.928000,0.0254,-0.0888,-0.7673,0.773
32.966000,0.0007,-0.0925,-0.7711,0.777
32.969000,0.0299,-0.0848,-0.6474,0.654
32.971000,-0.0376,-0.1314,-0.6500,0.664
32.972000,-0.0767,-0.1299,-0.5636,0.583
32.981000,-0.0483,-0.1644,-0.5552,0.581
32.992000,-0.1075,-0.1854,-0.4765,0.522
33.000000,-0.1310,-0.1789,-0.4640,0.514
33.010000,-0.1884,-0.1994,-0.3910,0.478
33.034000,-0.2064,-0.2431,-0.3842,0.499
33.043000,-0.2284,-0.2708,-0.3361,0.488
33.045000,-0.2366,-0.2903,-0.3440,0.509
33.048000,-0.2817,-0.3321,-0.2688,0.512
33.058000,-0.3202,-0.2749,-0.2797,0.506
33.071000,-0.3839,-0.3572,-0.2059,0.563
33.078000,-0.3480,-0.2855,-0.2386,0.509
33.089000,-0.4127,-0.3630,-0.1526,0.570
33.099000,-0.4191,-0.3702,-0.1955,0.592
33.124000,-0.4647,-0.3970,-0.1490,0.629
33.126000,-0.4540,-0.3872,-0.1492,0.615
33.128000,-0.5166,-0.4485,-0.1118,0.693
33.146000,-0.5386,-0.4192,-0.0482,0.684
33.148000,-0.5636,-0.3912,-0.0554,0.688
33.159000,-0.5804,-0.4696,-0.0588,0.749
33.170000,-0.6765,-0.4546,0.0116,0.815
33.178000,-0.6235,-0.4681,0.0125,0.780
33.188000,-0.6773,-0.4749,0.0127,0.827
33.199000,-0.6954,-0.4907,0.0491,0.852
33.212000,-0.7426,-0.4865,0.1127,0.895
33.218000,-0.7103,-0.5331,0.1174,0.896
33.235000,-0.7794,-0.5286,0.1369,0.952
33.238000,-0.7751,-0.5559,0.1295,0.963
33.248000,-0.8136,-0.5500,0.2223,1.007
33.258000,-0.8208,-0.6177,0.1808,1.043
33.268000,-0.8697,-0.5796,0.2446,1.073
33.278000,-0.8860,-0.5800,0.2458,1.087
33.288000,-0.9469,-0.5718,0.3303,1.154
33.298000,-0.8795,-0.5743,0.3096,1.095
33.321000,-0.9406,-0.6035,0.3675,1.176
33.324000,-0.9397,-0.5699,0.3703,1.160
33.332000,-0.9807,-0.6480,0.4461,1.257
33.338000,-0.9890,-0.5614,0.4603,1.227
33.349000,-1.0383,-0.6434,0.4711,1.309
33.358000,-1.0222,-0.6810,0.4681,1.314
33.370000,-1.0944,-0.6717,0.5874,1.412
33.378000,-1.0447,-0.6227,0.5981,1.355
33.388000,-1.0698,-0.6764,0.6509,1.423
33.398000,-1.0465,-0.6201,0.6470,1.378
33.411000,-1.1383,-0.6500,0.7305,1.501
33.434000,-1.0930,-0.6387,0.7498,1.471
33.438000,-1.1056,-0.6922,0.7764,1.518
33.439000,-1.1721,-0.6448,0.7597,1.538
33.449000,-1.1989,-0.6195,0.8773,1.610
33.459000,-1.1577,-0.7035,0.8360,1.592
33.471000,-1.2157,-0.6954,0.9110,1.671
33.478000,-1.1744,-0.6857,0.9171,1.640
33.488000,-1.2235,-0.6786,0.9244,1.677
33.498000,-1.1941,-0.6926,0.9614,1.682
33.513000,-1.2281,-0.6177,1.0624,1.737
33.538000,-1.2439,-0.6219,1.0299,1.731
33.540000,-1.2401,-0.6454,1.0668,1.759
33.541000,-1.2415,-0.6423,1.0604,1.755
33.549000,-1.2202,-0.6566,1.1270,1.786
33.560000,-1.2573,-0.6772,1.1081,1.808
33.571000,-1.2491,-0.6530,1.1696,1.832
33.578000,-1.2149,-0.6446,1.1815,1.813
33.588000,-1.2414,-0.6408,1.1977,1.840
33.598000,-1.2121,-0.5846,1.1906,1.797
33.614000,-1.2241,-0.6310,1.2119,1.834
33.618000,-1.1973,-0.6154,1.2308,1.824
33.628000,-1.2351,-0.6491,1.2030,1.842
33.646000,-1.2153,-0.6120,1.2220,1.829
33.649000,-1.2387,-0.6357,1.2394,1.864
33.659000,-1.1880,-0.5889,1.2654,1.833
33.672000,-1.1548,-0.6029,1.2442,1.801
33.678000,-1.1570,-0.5706,1.2512,1.797
33.688000,-1.1790,-0.5776,1.2429,1.808
33.698000,-1.1548,-0.5956,1.2260,1.786
33.711000,-1.1744,-0.5530,1.2457,1.799
33.738000,-1.1361,-0.5400,1.2338,1.762
33.740000,-1.1344,-0.5580,1.2387,1.770
33.741000,-1.1035,-0.5546,1.2362,1.747
33.752000,-1.1018,-0.5382,1.2256,1.734
33.758000,-1.1043,-0.5469,1.2089,1.726
33.773000,-1.0854,-0.5274,1.1928,1.697
33.778000,-1.0809,-0.5242,1.2169,1.710
33.788000,-1.0287,-0.5378,1.2386,1.697
33.798000,-1.0627,-0.5228,1.1814,1.673
33.814000,-1.0334,-0.5129,1.1929,1.660
33.821000,-1.0389,-0.5219,1.1765,1.654
33.835000,-1.0279,-0.4932,1.1725,1.635
33.838000,-1.0168,-0.5093,1.2132,1.663
33.852000,-0.9743,-0.4950,1.2050,1.627
33.858000,-0.9447,-0.4659,1.1839,1.585
33.873000,-0.9068,-0.5208,1.1947,1.588
33.878000,-0.9346,-0.5155,1.1924,1.600
33.888000,-0.8895,-0.4980,1.2143,1.585
33.898000,-0.8438,-0.4906,1.1500,1.508
33.914000,-0.8460,-0.5037,1.1853,1.541
33.943000,-0.8648,-0.5010,1.1736,1.541
33.946000,-0.8376,-0.4937,1.2065,1.549
33.947000,-0.7876,-0.5148,1.1944,1.521
33.948000,-0.7642,-0.5155,1.1739,1.493
33.959000,-0.7647,-0.5104,1.2025,1.514
33.971000,-0.6793,-0.5091,1.1703,1.446
33.978000,-0.7137,-0.4970,1.1751,1.462
33.988000,-0.6719,-0.4979,1.1497,1.422
33.998000,-0.6138,-0.4836,1.1523,1.392
34.012000,-0.5856,-0.4889,1.0966,1.336
34.025000,-0.5900,-0.4891,1.1375,1.372
34.028000,-0.5474,-0.4989,1.0681,1.300
34.040000,-0.5519,-0.5160,1.0567,1.299
34.048000,-0.4843,-0.4869,1.0135,1.224
34.058000,-0.4634,-0.4541,1.0170,1.206
34.072000,-0.4173,-0.4559,0.9909,1.168
34.078000,-0.4182,-0.4976,0.9467,1.148
34.089000,-0.3546,-0.4569,0.8985,1.069
34.098000,-0.3157,-0.4941,0.8739,1.052
34.118000,-0.2758,-0.4488,0.8406,0.992
34.120000,-0.2494,-0.4815,0.8236,0.986
34.132000,-0.2154,-0.4707,0.7347,0.899
34.150000,-0.1896,-0.5108,0.7468,0.924
34.155000,-0.1414,-0.4632,0.6608,0.819
34.159000,-0.1162,-0.4749,0.6950,0.850
34.168000,-0.0357,-0.4463,0.5916,0.742
34.179000,-0.0921,-0.4871,0.5574,0.746
34.188000,-0.0313,-0.4611,0.4928,0.676
34.198000,-0.0118,-0.4544,0.4784,0.660
34.224000,0.0640,-0.4427,0.4472,0.633
34.226000,0.0470,-0.4458,0.4284,0.620
34.228000,0.0858,-0.4118,0.3030,0.518
34.238000,0.0805,-0.4726,0.3399,0.588
34.249000,0.1629,-0.4616,0.2232,0.538
34.258000,0.1688,-0.4389,0.2584,0.537
34.270000,0.2307,-0.4214,0.1648,0.508
34.278000,0.2218,-0.4372,0.1815,0.523
34.288000,0.2699,-0.4404,0.1405,0.535
34.299000,0.2677,-0.4301,0.1099,0.518
34.314000,0.2879,-0.3842,0.0720,0.485
34.326000,0.3471,-0.4148,0.0206,0.541
34.328000,0.4107,-0.3992,-0.0100,0.573
34.338000,0.4001,-0.4084,-0.0227,0.572
34.348000,0.4510,-0.3624,-0.0607,0.582
34.358000,0.4209,-0.3765,-0.0729,0.569
34.369000,0.5335,-0.3610,-0.1479,0.661
34.378000,0.4766,-0.3968,-0.1238,0.632
34.388000,0.5570,-0.3604,-0.1872,0.689
34.398000,0.5473,-0.3722,-0.1555,0.680
34.418000,0.5847,-0.3777,-0.2359,0.735
34.424000,0.5795,-0.3706,-0.2371,0.728
34.428000,0.6320,-0.3380,-0.2805,0.770
34.438000,0.6620,-0.3310,-0.3192,0.806
34.448000,0.6720,-0.3134,-0.3242,0.809
34.458000,0.6541,-0.3542,-0.3245,0.812
34.469000,0.7269,-0.3413,-0.3608,0.880
34.479000,0.7086,-0.3008,-0.3678,0.853
34.488000,0.7579,-0.2883,-0.4303,0.918
34.499000,0.7891,-0.3053,-0.4177,0.944
34.513000,0.8379,-0.2808,-0.4730,1.002
34.538000,0.8091,-0.3027,-0.4862,0.991
34.541000,0.8159,-0.2695,-0.5136,1.001
34.543000,0.8644,-0.2485,-0.5218,1.040
34.548000,0.8989,-0.2417,-0.5997,1.107
34.558000,0.9194,-0.1967,-0.5902,1.110
34.571000,0.9633,-0.2486,-0.6465,1.186
34.578000,0.9499,-0.2419,-0.6675,1.186
34.588000,1.0067,-0.2312,-0.7341,1.267
34.598000,0.9859,-0.2270,-0.7116,1.237
34.613000,1.0433,-0.1538,-0.7690,1.305
34.637000,1.0436,-0.1544,-0.7556,1.298
34.639000,1.0523,-0.1415,-0.8391,1.353
34.640000,1.0620,-0.1206,-0.8487,1.365
34.649000,1.0767,-0.1148,-0.9228,1.423
34.658000,1.0838,-0.1465,-0.9151,1.426
34.669000,1.0775,-0.0815,-0.9342,1.428
34.678000,1.1345,-0.0654,-0.9359,1.472
34.695000,1.1454,-0.0537,-1.0193,1.534
34.699000,1.1258,-0.0951,-1.0250,1.526
34.708000,1.1644,-0.0474,-1.0822,1.590
34.727000,1.1115,-0.0171,-1.0873,1.555
34.730000,1.1837,0.0097,-1.1650,1.661
34.745000,1.1521,0.0185,-1.1171,1.605
34.748000,1.1839,0.0185,-1.1624,1.659
34.767000,1.1333,0.0130,-1.1549,1.618
34.769000,1.1646,0.0360,-1.2337,1.697
34.778000,1.1972,0.0425,-1.2255,1.714
34.792000,1.1870,0.1004,-1.2575,1.732
34.798000,1.1483,0.0637,-1.2420,1.693
34.818000,1.2072,0.0944,-1.2850,1.766
34.821000,1.1967,0.0816,-1.2859,1.759
34.828000,1.2026,0.1282,-1.2897,1.768
34.846000,1.2089,0.1369,-1.3261,1.800
34.849000,1.1552,0.1491,-1.3214,1.761
34.861000,1.1406,0.1459,-1.2626,1.708
34.873000,1.1583,0.1763,-1.3068,1.755
34.878000,1.1508,0.1564,-1.2766,1.726
34.896000,1.1422,0.1239,-1.3111,1.743
34.899000,1.1444,0.2021,-1.2904,1.737
34.920000,1.1451,0.2076,-1.2751,1.726
34.922000,1.1306,0.1972,-1.2785,1.718
34.928000,1.1145,0.1997,-1.2950,1.720
34.965000,1.1215,0.1821,-1.3171,1.740
34.967000,1.1052,0.2252,-1.2854,1.710
34.969000,1.1456,0.2004,-1.2625,1.717
34.973000,1.0743,0.2411,-1.2363,1.655
34.978000,1.0652,0.2402,-1.2257,1.642
34.989000,1.0770,0.2498,-1.2318,1.655
34.998000,1.0560,0.2538,-1.2237,1.636
35.013000,1.0368,0.2156,-1.2626,1.648
35.035000,1.0494,0.2817,-1.2304,1.641
35.039000,1.0132,0.2916,-1.2476,1.633
35.040000,1.0188,0.2572,-1.2132,1.605
35.048000,0.9779,0.2529,-1.2445,1.603
35.060000,0.9838,0.2758,-1.2101,1.584
35.085000,1.0021,0.2743,-1.1967,1.585
35.088000,0.9603,0.2924,-1.2150,1.576
35.089000,0.9374,0.2743,-1.2204,1.563
35.098000,0.9246,0.2804,-1.2052,1.545
35.108000,0.9088,0.2935,-1.1812,1.519
35.142000,0.8915,0.2564,-1.1664,1.490
35.145000,0.8938,0.2694,-1.2080,1.527
35.146000,0.8648,0.2970,-1.1811,1.494
35.148000,0.8401,0.2955,-1.1876,1.484
35.158000,0.8209,0.2679,-1.1752,1.458
35.170000,0.7913,0.2802,-1.1977,1.463
35.178000,0.7796,0.2310,-1.1781,1.431
35.194000,0.7384,0.1639,-1.1809,1.402
35.214000,0.7318,0.1626,-1.1710,1.390
35.217000,0.6728,0.2193,-1.1745,1.371
35.221000,0.6621,0.2155,-1.1480,1.343
35.230000,0.6081,0.1944,-1.1398,1.306
35.238000,0.6382,0.2001,-1.1445,1.326
35.248000,0.5671,0.1829,-1.1286,1.276
35.258000,0.5762,0.1742,-1.1073,1.260
35.271000,0.5168,0.1533,-1.1006,1.226
35.278000,0.5073,0.1613,-1.1293,1.249
35.288000,0.4413,0.1582,-1.0691,1.167
35.298000,0.4348,0.1159,-1.0602,1.152
35.308000,0.3640,0.1017,-1.0255,1.093
35.329000,0.3653,0.1072,-1.0098,1.079
35.336000,0.2868,0.0915,-0.9723,1.018
35.338000,0.3219,0.0850,-1.0047,1.058
35.348000,0.3009,0.0866,-0.8870,0.941
35.358000,0.2742,0.0563,-0.9462,0.987
35.371000,0.2147,0.0463,-0.8632,0.891
35.378000,0.1721,0.0064,-0.9109,0.927
35.389000,0.1118,0.0111,-0.7835,0.792
35.398000,0.1223,-0.0335,-0.7940,0.804
35.408000,0.0127,-0.0374,-0.7574,0.758
35.430000,0.0502,-0.0459,-0.7088,0.712
35.432000,-0.0245,-0.0853,-0.6720,0.678
35.438000,0.0062,-0.0915,-0.7263,0.732
35.448000,-0.0788,-0.1156,-0.6178,0.633
35.458000,-0.0571,-0.1335,-0.6252,0.642
35.473000,-0.1108,-0.1613,-0.5179,0.554
35.479000,-0.0889,-0.1575,-0.5357,0.565
35.488000,-0.2093,-0.1499,-0.4509,0.519
35.498000,-0.1770,-0.2081,-0.4503,0.527
35.508000,-0.2069,-0.1966,-0.3774,0.473
35.529000,-0.2316,-0.2043,-0.3442,0.462
35.531000,-0.2431,-0.2604,-0.2796,0.453
35.556000,-0.2793,-0.2442,-0.3423,0.505
35.560000,-0.3851,-0.2787,-0.2539,0.539
35.561000,-0.3536,-0.2813,-0.2291,0.507
35.579000,-0.3421,-0.3370,-0.1637,0.507
35.584000,-0.3632,-0.3036,-0.1871,0.509
35.604000,-0.4289,-0.3634,-0.1141,0.574
35.607000,-0.3994,-0.3464,-0.1001,0.538
35.608000,-0.4793,-0.3413,-0.0563,0.591
35.627000,-0.4778,-0.3864,-0.0476,0.616
35.630000,-0.4894,-0.4004,-0.0420,0.634
35.645000,-0.4925,-0.3975,-0.0595,0.636
35.649000,-0.5637,-0.4442,0.0164,0.718
35.674000,-0.5757,-0.4076,0.0198,0.706
35.678000,-0.5789,-0.4001,0.0416,0.705
35.679000,-0.6192,-0.4065,0.0163,0.741
35.700000,-0.6554,-0.4452,0.0505,0.794
35.703000,-0.6475,-0.4825,0.0606,0.810
35.709000,-0.7240,-0.4812,0.0858,0.874
35.721000,-0.6965,-0.4370,0.0958,0.828
35.729000,-0.7845,-0.4653,0.1606,0.926
35.771000,-0.7303,-0.5069,0.1674,0.905
35.775000,-0.8179,-0.5127,0.1938,0.985
35.778000,-0.7515,-0.4824,0.2005,0.915
35.779000,-0.8319,-0.5134,0.2963,1.021
35.784000,-0.8200,-0.5068,0.2570,0.998
35.791000,-0.8836,-0.5508,0.2994,1.083
35.798000,-0.8404,-0.5034,0.3006,1.025
35.812000,-0.9281,-0.4869,0.3773,1.114
35.836000,-0.9628,-0.5157,0.3851,1.158
35.839000,-0.9668,-0.5554,0.4323,1.196
35.841000,-0.9228,-0.5743,0.4323,1.170
35.848000,-0.9898,-0.5909,0.4544,1.239
35.878000,-0.9646,-0.5927,0.5422,1.255
35.883000,-1.0451,-0.5663,0.5421,1.306
35.884000,-1.0337,-0.5823,0.5414,1.304
35.888000,-1.0482,-0.6096,0.6051,1.355
35.898000,-1.0439,-0.5584,0.5970,1.326
35.924000,-1.0986,-0.5836,0.6844,1.420
35.926000,-1.0796,-0.6157,0.6921,1.423
35.928000,-1.1384,-0.5744,0.7442,1.476
35.947000,-1.0906,-0.6278,0.7468,1.463
35.949000,-1.1304,-0.6153,0.8512,1.543
35.971000,-1.1112,-0.6086,0.8222,1.510
35.974000,-1.1384,-0.5737,0.8480,1.531
35.978000,-1.1287,-0.5741,0.8668,1.535
35.998000,-1.1794,-0.6034,0.9274,1.617
36.002000,-1.1718,-0.5677,0.9005,1.583
36.008000,-1.1510,-0.5871,0.9647,1.612
36.020000,-1.1342,-0.5894,0.9613,1.599
36.028000,-1.1312,-0.5725,1.0005,1.615
36.047000,-1.1312,-0.5484,1.0185,1.618
36.049000,-1.1520,-0.6114,1.0501,1.674
36.071000,-1.1636,-0.5943,1.0295,1.663
36.073000,-1.1691,-0.6215,1.0755,1.706
36.078000,-1.1331,-0.5971,1.0310,1.644
36.095000,-1.1571,-0.5597,1.1132,1.700
36.101000,-1.1118,-0.5665,1.0614,1.638
36.119000,-1.1640,-0.5727,1.0730,1.684
36.126000,-1.1376,-0.5482,1.1048,1.678
36.128000,-1.1350,-0.5618,1.1530,1.713
36.168000,-1.1540,-0.5659,1.1390,1.717
36.169000,-1.1271,-0.5194,1.1439,1.688
36.170000,-1.1058,-0.5309,1.1040,1.650
36.171000,-1.0914,-0.5399,1.1410,1.669
36.178000,-1.0988,-0.5417,1.1462,1.678
36.188000,-1.0613,-0.5321,1.1509,1.653
36.198000,-1.0547,-0.5197,1.1371,1.636
36.208000,-1.0326,-0.4843,1.1694,1.634
36.240000,-1.0738,-0.4959,1.1341,1.639
36.248000,-1.0372,-0.5238,1.1305,1.621
36.249000,-1.0331,-0.5282,1.1168,1.610
36.263000,-1.0255,-0.5119,1.1112,1.596
36.265000,-1.0239,-0.4948,1.1382,1.609
36.289000,-0.9715,-0.5278,1.1405,1.588
36.291000,-0.9751,-0.5034,1.1576,1.595
36.292000,-0.9845,-0.4882,1.1285,1.575
36.298000,-0.9879,-0.5095,1.0957,1.561
36.311000,-0.9875,-0.5011,1.0951,1.557
36.334000,-0.9126,-0.4913,1.1197,1.526
36.336000,-0.9222,-0.4661,1.0953,1.506
36.338000,-0.8953,-0.5066,1.1197,1.521
36.348000,-0.8494,-0.4623,1.0959,1.462
36.380000,-0.8825,-0.4814,1.0942,1.486
36.383000,-0.8937,-0.4297,1.0848,1.470
36.385000,-0.8646,-0.4729,1.0808,1.463
36.388000,-0.7920,-0.4808,1.0853,1.427
36.398000,-0.8065,-0.4762,1.0623,1.416
36.408000,-0.7850,-0.4477,1.0830,1.411
36.430000,-0.7641,-0.4526,1.0933,1.409
36.437000,-0.7179,-0.4687,1.0668,1.369
36.439000,-0.7283,-0.4809,1.0913,1.397
36.455000,-0.6645,-0.4383,1.0742,1.337
36.458000,-0.6588,-0.4627,1.0439,1.318
36.478000,-0.6225,-0.4376,1.0927,1.332
36.480000,-0.6005,-0.5025,1.0906,1.343
36.501000,-0.5643,-0.4733,1.0300,1.266
36.505000,-0.5333,-0.4570,1.0594,1.271
36.508000,-0.5007,-0.4853,1.0317,1.245
36.527000,-0.5390,-0.4692,1.0325,1.256
36.530000,-0.4368,-0.4712,0.9940,1.184
36.554000,-0.4662,-0.4817,0.9593,1.170
36.556000,-0.4067,-0.4812,0.9314,1.125
36.558000,-0.3438,-0.4751,0.9327,1.102
36.575000,-0.3293,-0.4822,0.9060,1.078
36.578000,-0.3263,-0.4835,0.8814,1.057
36.599000,-0.2497,-0.4236,0.8289,0.964
36.603000,-0.2284,-0.4325,0.7979,0.936
36.608000,-0.1869,-0.4521,0.7610,0.905
36.623000,-0.1851,-0.4492,0.7542,0.897
36.629000,-0.1555,-0.4486,0.6747,0.825
36.662000,-0.1207,-0.4221,0.6757,0.806
36.667000,-0.0992,-0.4184,0.6283,0.761
36.668000,-0.1005,-0.4615,0.6081,0.770
36.669000,0.0005,-0.4330,0.5519,0.701
36.685000,-0.0040,-0.4214,0.5276,0.675
36.689000,0.0333,-0.3972,0.4630,0.611
36.698000,0.0807,-0.4433,0.4465,0.634
36.709000,0.0629,-0.4180,0.3518,0.550
36.735000,0.1195,-0.4237,0.3647,0.572
36.738000,0.1564,-0.4130,0.3044,0.536
36.739000,0.1030,-0.4070,0.2559,0.492
36.749000,0.1940,-0.4119,0.2328,0.511
36.770000,0.1877,-0.4301,0.2014,0.511
36.771000,0.2720,-0.4053,0.1562,0.512
36.778000,0.2342,-0.4164,0.1587,0.503
36.796000,0.3121,-0.3927,0.0546,0.505
36.799000,0.3047,-0.3562,0.0843,0.476
36.808000,0.3459,-0.3892,0.0333,0.522
36.820000,0.3666,-0.4078,0.0297,0.549
36.828000,0.3761,-0.3298,-0.0570,0.503
36.842000,0.4132,-0.3773,-0.0052,0.560
36.851000,0.4530,-0.3648,-0.0763,0.587
36.878000,0.4301,-0.3574,-0.0670,0.563
36.880000,0.4693,-0.3534,-0.1264,0.601
36.884000,0.4746,-0.3963,-0.1357,0.633
36.902000,0.5408,-0.3162,-0.1785,0.651
36.905000,0.5028,-0.3569,-0.1565,0.636
36.908000,0.5921,-0.3301,-0.2131,0.711
36.927000,0.5655,-0.2943,-0.2429,0.682
36.931000,0.6089,-0.2562,-0.2561,0.709
36.964000,0.6178,-0.2970,-0.2546,0.731
36.966000,0.6645,-0.2709,-0.3077,0.781
36.967000,0.6800,-0.2423,-0.2842,0.776
36.974000,0.7242,-0.2736,-0.3466,0.848
36.977000,0.7273,-0.2714,-0.3418,0.848
36.988000,0.7679,-0.2578,-0.4103,0.908
36.998000,0.7991,-0.2341,-0.4026,0.925
37.010000,0.8335,-0.2749,-0.4228,0.974
37.034000,0.8000,-0.2656,-0.4364,0.949
37.036000,0.8426,-0.2561,-0.5036,1.015
37.038000,0.8708,-0.1870,-0.4878,1.015
37.049000,0.8945,-0.1941,-0.5403,1.063
37.078000,0.8747,-0.1968,-0.5100,1.031
37.080000,0.9110,-0.1631,-0.6075,1.107
37.080000,0.9337,-0.2114,-0.6194,1.140
37.088000,0.9681,-0.1699,-0.6605,1.184
37.100000,0.9761,-0.1704,-0.6409,1.180
37.108000,0.9523,-0.1482,-0.7325,1.210
37.129000,1.0102,-0.1631,-0.7076,1.244
37.131000,0.9742,-0.1409,-0.7647,1.246
37.157000,0.9916,-0.1295,-0.7537,1.252
37.159000,1.0356,-0.1077,-0.8408,1.338
37.160000,1.0075,-0.0868,-0.8552,1.324
37.180000,1.1039,-0.0842,-0.8880,1.419
37.182000,1.0562,-0.0609,-0.8569,1.361
37.204000,1.0943,-0.0470,-0.9230,1.432
37.208000,1.0752,-0.0405,-0.9532,1.437
37.211000,1.1078,-0.0201,-1.0143,1.502
37.228000,1.1005,-0.0065,-1.0081,1.492
37.232000,1.0943,-0.0081,-1.0789,1.537
37.262000,1.1085,0.0174,-1.0389,1.519
37.269000,1.1240,0.0195,-1.0606,1.546
37.270000,1.0787,0.0618,-1.0658,1.518
37.271000,1.1086,0.0563,-1.0950,1.559
37.290000,1.1346,0.0652,-1.0833,1.570
37.292000,1.1082,0.0945,-1.1513,1.601
37.298000,1.1081,0.0649,-1.1415,1.592
37.312000,1.1052,0.0790,-1.1661,1.609
37.337000,1.1456,0.1332,-1.1799,1.650
37.340000,1.1046,0.1036,-1.1790,1.619
37.341000,1.0976,0.1673,-1.1950,1.631
37.352000,1.1137,0.1678,-1.1755,1.628
37.375000,1.0875,0.1094,-1.1797,1.608
37.377000,1.0610,0.1523,-1.1820,1.596
37.378000,1.0519,0.1537,-1.2027,1.605
37.397000,1.0613,0.1696,-1.2027,1.613
37.400000,1.0617,0.1567,-1.1972,1.608
37.419000,1.0476,0.2197,-1.2090,1.615
37.421000,1.0458,0.1876,-1.2011,1.604
37.428000,1.0225,0.1834,-1.1889,1.579
37.446000,1.0303,0.1417,-1.2072,1.593
37.454000,0.9980,0.1920,-1.1986,1.571
37.459000,0.9847,0.1910,-1.1670,1.539
37.479000,1.0221,0.2125,-1.1617,1.562
37.492000,0.9849,0.2307,-1.1566,1.536
37.493000,1.0082,0.2473,-1.1808,1.572
37.498000,0.9616,0.2582,-1.1612,1.530
37.513000,0.9665,0.2412,-1.1387,1.513
37.534000,0.9700,0.2163,-1.1172,1.495
37.538000,0.9721,0.2403,-1.1308,1.510
37.539000,0.9282,0.2248,-1.1330,1.482
37.548000,0.9233,0.2417,-1.1152,1.468
37.586000,0.9201,0.2167,-1.0986,1.449
37.588000,0.9008,0.2146,-1.0924,1.432
37.591000,0.8598,0.2397,-1.1353,1.444
37.592000,0.8280,0.2569,-1.1026,1.403
37.598000,0.8375,0.2413,-1.1218,1.421
37.609000,0.8144,0.2084,-1.0913,1.377
37.650000,0.8121,0.2551,-1.0535,1.354
37.652000,0.8095,0.2603,-1.1219,1.408
37.653000,0.8001,0.2471,-1.0721,1.360
37.654000,0.7494,0.2665,-1.0959,1.354
37.658000,0.7475,0.2245,-1.0985,1.348
37.671000,0.6888,0.1933,-1.0844,1.299
37.678000,0.6637,0.2086,-1.1038,1.305
37.688000,0.6597,0.2320,-1.0586,1.269
37.699000,0.6277,0.2354,-1.0616,1.256
37.713000,0.5755,0.2030,-1.0702,1.232
37.736000,0.5940,0.2159,-1.0636,1.237
37.739000,0.5373,0.2041,-1.0611,1.207
37.740000,0.5490,0.1667,-1.0309,1.180
37.750000,0.4779,0.1802,-1.0475,1.165
37.774000,0.4663,0.1259,-1.0364,1.143
37.776000,0.4670,0.1668,-1.0475,1.159
37.778000,0.4317,0.0982,-1.0271,1.118
37.788000,0.4257,0.1137,-1.0017,1.094
37.798000,0.3646,0.1193,-1.0030,1.074
37.810000,0.3257,0.0900,-0.9570,1.015
37.837000,0.3225,0.0884,-0.9492,1.006
37.840000,0.2383,0.0358,-0.9255,0.956
37.841000,0.2454,0.0342,-0.9227,0.955
37.877000,0.1826,0.0493,-0.8748,0.895
37.880000,0.1451,0.0142,-0.8678,0.880
37.882000,0.1287,0.0446,-0.7777,0.790
37.895000,0.0874,-0.0120,-0.7901,0.795
37.896000,0.0881,-0.0314,-0.7617,0.767
37.901000,0.0846,-0.0447,-0.7154,0.722
37.908000,0.0127,-0.0488,-0.6480,0.650
37.919000,-0.0115,-0.0525,-0.6762,0.678
37.928000,-0.0652,-0.0746,-0.5901,0.598
37.942000,-0.0389,-0.0830,-0.6189,0.626
37.949000,-0.0955,-0.1089,-0.5350,0.554
37.977000,-0.1044,-0.1075,-0.5192,0.540
37.979000,-0.1805,-0.1315,-0.4530,0.505
37.990000,-0.1507,-0.1825,-0.4381,0.498
37.992000,-0.1896,-0.1304,-0.4110,0.471
38.004000,-0.2333,-0.1837,-0.3750,0.478
38.008000,-0.2125,-0.1967,-0.3295,0.439
38.027000,-0.2513,-0.1973,-0.3465,0.471
38.030000,-0.2907,-0.2245,-0.2726,0.457
38.052000,-0.2599,-0.2225,-0.2924,0.450
38.055000,-0.3618,-0.2402,-0.2251,0.489
38.059000,-0.3326,-0.2549,-0.2454,0.486
38.093000,-0.3659,-0.2513,-0.1867,0.482
38.095000,-0.3984,-0.3017,-0.1884,0.534
38.096000,-0.3888,-0.3043,-0.1391,0.513
38.098000,-0.4140,-0.2851,-0.1435,0.523
38.110000,-0.4837,-0.3480,-0.0950,0.603
38.134000,-0.4487,-0.3572,-0.0715,0.578
38.137000,-0.5408,-0.3461,-0.0142,0.642
38.138000,-0.5030,-0.3290,-0.0601,0.604
38.148000,-0.5679,-0.3826,-0.0137,0.685
38.184000,-0.5417,-0.3938,0.0281,0.670
